PostId,PostTypeId,ParentId,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastActivityDate,LastEditDate,CommentCount,FavouriteCount
31322,2,31321,2015-05-07T13:05:15.387,2,,5538,,2015-05-07T13:05:15.387,2017-04-13T12:37:13.353,5,
31337,2,15244,2015-05-07T19:21:18.577,-2,,30671,,2015-08-23T21:43:32.520,2015-08-23T21:43:32.520,1,
31494,2,31493,2015-05-12T21:19:36.640,2,,13650,,2015-05-12T22:02:53.543,2018-12-17T19:02:24.963,2,
31576,2,31574,2015-05-15T19:40:01.230,18,,8496,,2016-08-08T16:39:54.250,2016-08-08T16:39:54.250,2,
31594,2,10251,2015-05-16T11:42:19.593,2,,30917,,2015-05-16T12:22:17.777,2015-05-16T12:22:17.777,1,
31599,2,8418,2015-05-16T12:58:51.080,2,,30917,,2015-05-16T12:58:51.080,,0,
31667,2,31666,2015-05-18T13:41:44.400,2,,13650,,2015-05-18T14:11:45.753,2015-05-18T14:11:45.753,5,
31734,2,31728,2015-05-20T08:09:46.120,2,,13650,,2015-05-20T09:11:31.483,2018-12-17T19:02:24.963,2,
31756,2,3627,2015-05-20T17:40:53.173,5,,31057,,2015-05-20T17:46:24.820,2018-12-17T19:02:24.963,1,
31840,2,31829,2015-05-23T13:28:38.773,1,,5538,,2015-06-15T14:57:35.877,2015-06-15T14:57:35.877,5,
32048,2,31966,2015-05-29T15:33:22.967,2,,29246,,2015-06-05T11:03:48.530,2015-06-05T11:03:48.530,6,
32242,2,32240,2015-06-05T10:54:28.833,0,,13650,,2015-06-05T13:10:30.583,2015-06-05T13:10:30.583,2,
32396,2,32389,2015-06-10T07:27:28.233,3,,13650,,2015-06-10T07:27:28.233,,7,
32464,2,32462,2015-06-12T10:55:36.713,0,,26148,,2015-06-12T11:47:55.453,2015-06-12T11:47:55.453,9,
32652,2,32644,2015-06-18T13:04:56.957,5,,29174,,2015-06-18T13:18:56.797,2015-06-18T13:18:56.797,1,
32704,2,32703,2015-06-20T12:48:36.710,1,,13650,,2015-06-20T12:48:36.710,,2,
32729,2,32728,2015-06-21T12:11:43.157,1,,19820,,2015-06-21T12:11:43.157,,0,
32822,2,32795,2015-06-23T22:31:31.483,1,,4055,,2015-06-23T22:31:31.483,,2,
32853,2,32649,2015-06-24T14:42:58.327,1,,30760,,2015-06-24T14:42:58.327,,2,
33081,2,33036,2015-07-01T16:40:10.860,1,,32368,,2015-12-28T14:27:06.873,2015-12-28T14:27:06.873,0,
33289,2,33229,2015-07-09T16:42:36.070,1,,32585,,2015-07-09T16:42:36.070,,0,
33328,2,33318,2015-07-10T12:42:49.580,1,,32331,,2015-07-28T12:27:55.563,2015-07-28T12:27:55.563,9,
33464,2,32872,2015-07-14T20:47:24.037,0,,19650,,2015-07-14T20:47:24.037,,0,
33672,2,33666,2015-07-21T17:35:22.717,1,,13650,,2015-07-22T09:19:40.257,2015-07-22T09:19:40.257,3,
33736,2,33735,2015-07-23T12:17:18.410,5,,13650,,2015-07-23T12:17:18.410,,4,
34029,2,33875,2015-08-01T12:32:03.957,2,,5781,,2015-08-05T19:44:14.287,2015-08-05T19:44:14.287,4,
34127,2,34124,2015-08-05T08:00:12.503,1,,13650,,2015-08-05T08:10:11.627,2015-08-05T08:10:11.627,4,
34209,2,34207,2015-08-08T13:45:04.450,1,,13650,,2015-08-08T13:45:04.450,,3,
34319,2,34308,2015-08-11T21:40:40.317,1,,13650,,2015-08-11T21:40:40.317,,0,
34494,2,34484,2015-08-16T11:43:34.827,1,,13650,,2015-08-16T11:43:34.827,,6,
34672,2,34593,2015-08-21T18:45:23.057,1,,22480,,2015-08-21T18:45:23.057,,1,
34843,2,34840,2015-08-28T12:35:04.193,1,,13650,,2015-08-28T12:35:04.193,,5,
34877,2,32516,2015-08-29T22:12:16.187,8,,34197,,2015-08-30T19:10:46.470,2015-08-30T19:10:46.470,1,
34910,2,34909,2015-08-31T09:31:31.407,2,,,user29510,2015-08-31T10:55:20.083,2015-08-31T10:55:20.083,0,
36110,2,36097,2015-09-06T17:49:12.663,1,,33979,,2015-09-06T17:49:12.663,,1,
36157,2,28158,2015-09-08T01:52:08.910,1,,33979,,2015-09-08T01:52:08.910,,0,
36184,2,7086,2015-09-08T17:32:05.690,0,,12404,,2015-09-09T01:41:19.563,2015-09-09T01:41:19.563,0,
36494,2,36493,2015-09-17T11:48:57.350,2,,13650,,2015-09-17T11:48:57.350,,0,
36599,2,36595,2015-09-20T23:19:33.037,1,,34754,,2015-09-20T23:56:18.593,2015-09-20T23:56:18.593,11,
36664,2,6782,2015-09-23T14:17:28.810,4,,35032,,2017-01-05T12:26:32.323,2017-04-13T12:56:25.953,0,
36680,2,36674,2015-09-24T04:45:42.637,2,,5538,,2015-09-24T21:36:16.730,2015-09-24T21:36:16.730,3,
36995,2,5308,2015-10-05T02:54:37.110,1,,35417,,2018-10-18T18:49:06.990,2018-10-18T18:49:06.990,0,
37076,2,14293,2015-10-07T19:44:46.040,1,,35513,,2015-10-07T19:44:46.040,,0,
37120,2,37096,2015-10-09T09:14:47.710,3,,35512,,2015-10-09T09:14:47.710,2020-06-16T10:47:29.480,0,
37252,2,37225,2015-10-13T17:19:49.883,2,,14032,,2015-10-13T17:51:28.890,2015-10-13T17:51:28.890,0,
37255,2,27883,2015-10-13T20:17:02.497,0,,27216,,2015-12-25T14:54:25.857,2015-12-25T14:54:25.857,3,
37443,2,37069,2015-10-19T19:03:49.810,2,,894,,2015-10-19T19:03:49.810,,0,
37662,2,37366,2015-10-26T14:52:26.860,1,,23131,,2015-10-26T14:52:26.860,,0,
37709,2,37705,2015-10-27T22:37:39.550,1,,13650,,2015-10-27T22:37:39.550,2018-12-17T19:02:24.963,0,
37742,2,37739,2015-10-28T21:22:07.963,3,,56,,2015-10-28T21:22:07.963,,0,
37775,2,37733,2015-10-30T23:05:30.670,1,,35506,,2015-10-30T23:05:30.670,,0,
37804,2,37796,2015-11-01T01:19:05.860,5,,205,,2016-06-16T17:30:37.007,2016-06-16T17:30:37.007,3,
37861,2,37671,2015-11-03T12:04:07.940,4,,894,,2015-11-03T12:04:07.940,,2,
37923,2,37917,2015-11-05T10:23:23.637,1,,34922,,2015-11-05T10:23:23.637,,1,
37969,2,37151,2015-11-07T00:56:45.323,2,,28136,,2015-11-07T00:56:45.323,,0,
37970,2,36747,2015-11-07T02:15:07.797,8,,35146,,2016-08-30T19:45:10.510,2016-08-30T19:45:10.510,3,
38050,2,37579,2015-11-10T17:55:37.853,5,,36442,,2018-07-03T21:59:17.870,2018-07-03T21:59:17.870,0,
38103,2,31789,2015-11-12T14:50:04.057,1,,35327,,2015-11-12T14:50:04.057,,0,
38154,2,37892,2015-11-14T15:03:05.597,2,,36775,,2015-11-18T14:03:34.890,2015-11-18T14:03:34.890,0,
38163,2,38161,2015-11-15T05:34:19.650,3,,36788,,2015-11-15T05:34:19.650,,1,
38307,2,38186,2015-11-19T05:25:16.547,2,,3918,,2015-11-19T05:25:16.547,,0,
38450,2,38326,2015-11-22T23:26:00.963,1,,13650,,2015-11-22T23:26:00.963,,0,
38547,2,38536,2015-11-25T17:57:10.950,3,,8496,,2015-11-25T17:57:10.950,,1,
38604,2,36252,2015-11-26T19:59:13.827,3,,35276,,2015-11-26T19:59:13.827,,0,
38676,2,28811,2015-11-27T21:35:33.760,1,,37373,,2015-11-28T02:13:25.453,2015-11-28T02:13:25.453,0,
38901,2,10571,2015-12-02T23:12:57.337,1,,37643,,2015-12-02T23:12:57.337,,0,
38983,2,38955,2015-12-04T21:49:46.467,1,,34317,,2015-12-04T21:56:15.687,2015-12-04T21:56:15.687,1,
39054,2,39050,2015-12-06T23:27:12.883,2,,13650,,2018-12-18T07:09:55.963,2018-12-18T07:09:55.963,13,
39075,2,38955,2015-12-07T13:10:35.533,1,,11164,,2015-12-07T13:10:35.533,,1,
39146,2,36705,2015-12-08T21:41:39.440,3,,37959,,2015-12-08T21:41:39.440,,0,
39174,2,39153,2015-12-09T09:10:31.930,5,,7045,,2020-01-07T12:07:08.887,2020-01-07T12:07:08.887,4,
39196,2,39171,2015-12-09T17:21:55.093,2,,10590,,2015-12-09T17:21:55.093,2017-04-13T12:56:22.537,0,
39225,2,38830,2015-12-10T06:30:05.490,1,,38030,,2015-12-10T06:30:05.490,,0,
39377,2,28139,2015-12-14T00:01:24.487,2,,38207,,2015-12-14T00:07:55.380,2015-12-14T00:07:55.380,0,
39404,2,36058,2015-12-14T17:20:18.887,1,,36278,,2015-12-14T17:20:18.887,,0,
39406,2,39405,2015-12-14T17:47:17.757,6,,19435,,2015-12-18T19:49:28.300,2015-12-18T19:49:28.300,3,
39510,2,39270,2015-12-16T12:54:21.657,2,,19435,,2015-12-16T12:54:21.657,,0,
39691,2,38702,2015-12-18T11:56:37.717,3,,37404,,2015-12-19T09:24:18.377,2015-12-19T09:24:18.377,4,
39704,2,39202,2015-12-18T19:15:15.117,1,,37404,,2015-12-18T19:15:15.117,,0,
39786,2,39773,2015-12-20T15:08:59.693,4,,36970,,2015-12-20T15:08:59.693,,1,
39879,2,37177,2015-12-22T01:01:20.760,6,,33979,,2015-12-22T01:01:20.760,,5,
39942,2,39928,2015-12-23T18:49:15.460,12,,33979,,2016-01-19T17:40:44.283,2016-01-19T17:40:44.283,11,
39967,2,39964,2015-12-24T03:27:26.047,5,,13650,,2015-12-24T03:27:26.047,,2,
40245,2,40203,2015-12-30T01:46:11.023,4,,31133,,2015-12-31T16:20:11.640,2015-12-31T16:20:11.640,0,
40325,2,40318,2015-12-31T06:12:51.520,3,,13650,,2015-12-31T06:12:51.520,,0,
40373,2,40372,2016-01-01T04:31:12.607,1,,8496,,2016-01-01T04:31:12.607,,1,
40390,2,9891,2016-01-01T13:46:15.603,2,,24224,,2016-01-01T13:46:15.603,,0,
40393,2,26526,2016-01-01T14:20:14.983,23,,24224,,2018-01-11T14:03:57.393,2018-01-11T14:03:57.393,11,
40395,2,341,2016-01-01T14:36:39.177,2,,24224,,2016-03-19T12:39:50.883,2017-04-13T12:56:22.977,3,
40419,2,39845,2016-01-02T01:14:32.243,25,,24224,,2016-01-02T08:50:15.810,2016-01-02T08:50:15.810,4,
40592,2,39688,2016-01-05T09:05:38.910,1,,38436,,2016-01-05T09:05:38.910,,0,
40617,2,40615,2016-01-05T19:11:09.847,2,,8496,,2016-01-05T19:11:09.847,,1,
40697,2,38228,2016-01-06T21:42:43.443,2,,39417,,2016-01-06T21:47:57.087,2016-01-06T21:47:57.087,1,
40777,2,40740,2016-01-08T18:55:24.723,0,,31133,,2016-01-08T18:55:24.723,,1,
40801,2,34996,2016-01-09T08:41:06.287,5,,39062,,2016-01-09T08:41:06.287,,2,
40869,2,40868,2015-12-29T16:42:07.583,0,,,theturrible,2016-01-10T18:37:06.370,,4,
40873,2,33415,2016-01-10T19:32:06.970,0,,35793,,2016-01-10T19:32:06.970,,0,
40914,2,40912,2016-01-11T10:46:59.450,0,,13650,,2016-01-11T10:46:59.450,,7,
40975,2,8689,2016-01-12T11:46:58.243,1,,32790,,2016-08-16T07:53:35.550,2016-08-16T07:53:35.550,0,
41015,2,41014,2016-01-12T22:17:19.567,7,,5538,,2016-01-28T20:10:29.537,2016-01-28T20:10:29.537,5,
41094,2,41079,2016-01-14T12:47:06.670,1,,39217,,2016-01-20T21:54:23.803,2016-01-20T21:54:23.803,2,
41320,2,41316,2016-01-19T12:12:11.283,3,,13650,,2016-01-19T12:12:11.283,2018-12-17T19:02:24.963,1,
41327,2,7730,2016-01-19T13:46:56.317,6,,40140,,2016-01-19T13:53:34.637,2016-01-19T13:53:34.637,4,
41466,2,41465,2016-01-22T10:58:34.317,1,,9050,,2016-01-24T10:28:20.413,2016-01-24T10:28:20.413,2,
41535,2,41534,2016-01-23T17:43:07.183,4,,5538,,2016-01-23T17:43:07.183,,1,
41610,2,41503,2016-01-25T00:10:37.740,2,,13650,,2016-01-25T00:10:37.740,,1,
41788,2,41784,2016-01-28T16:31:29.810,3,,13650,,2016-01-29T12:23:59.390,2020-06-16T10:47:29.480,9,
42042,2,42039,2016-02-02T12:14:03.230,2,,13650,,2016-02-02T12:14:03.230,,0,
42106,2,42104,2016-02-03T19:01:32.087,-1,,39673,,2016-02-04T10:29:45.277,2017-05-23T12:37:05.773,5,
42480,2,42474,2016-02-11T21:41:06.530,1,,13650,,2016-02-11T21:41:06.530,,3,
42494,2,42487,2016-02-12T03:11:44.923,0,,32679,,2016-02-12T03:11:44.923,2017-04-13T12:56:23.633,1,
42551,2,42520,2016-02-13T07:25:55.067,1,,32679,,2016-02-13T07:25:55.067,,1,
42729,2,42728,2016-02-17T13:02:01.337,1,,13650,,2016-02-17T13:02:01.337,,2,
43004,2,42988,2016-02-23T08:32:54.687,3,,41813,,2016-02-23T08:32:54.687,,0,
43050,2,43042,2016-02-24T02:04:14.233,6,,41883,,2016-02-24T03:04:17.433,2016-02-24T03:04:17.433,4,
43053,2,43052,2016-02-24T04:27:46.617,0,,33979,,2016-02-24T04:27:46.617,,3,
43059,2,43037,2016-02-24T09:45:02.043,0,,35811,,2016-02-24T09:45:02.043,,1,
43119,2,43118,2016-02-25T06:49:30.303,5,,39084,,2016-02-25T06:49:30.303,,0,
43186,2,43185,2016-02-27T03:42:50.813,5,,33979,,2016-03-13T21:47:20.250,2016-03-13T21:47:20.250,0,
43415,2,43414,2016-03-02T04:28:04.797,4,,42349,,2018-10-31T19:32:46.067,2018-10-31T19:32:46.067,2,
43533,2,38638,2016-03-04T02:07:34.730,1,,42497,,2016-03-13T21:39:49.580,2016-03-13T21:39:49.580,6,
43600,2,43598,2016-03-05T11:08:27.723,1,,13650,,2016-03-05T11:08:27.723,2018-12-17T19:02:24.963,0,
43625,2,28648,2016-03-06T02:32:41.527,6,,42622,,2016-03-06T05:59:48.093,2016-03-06T05:59:48.093,2,
43836,2,42473,2016-03-10T05:42:42.117,1,,42330,,2016-03-11T13:54:01.737,2016-03-11T13:54:01.737,0,
43837,2,43629,2016-03-10T07:13:33.170,0,,41813,,2016-03-10T07:22:37.483,2016-03-10T07:22:37.483,1,
43895,2,43825,2016-03-11T05:30:30.820,4,,41813,,2016-03-11T05:30:30.820,,1,
44069,2,43921,2016-03-14T10:37:56.747,-4,,43110,,2016-04-14T17:22:33.423,2016-04-14T17:22:33.423,2,
44091,2,44089,2016-03-14T18:06:58.117,18,,32756,,2016-03-14T18:06:58.117,,3,
44107,2,40973,2016-03-15T00:49:02.507,0,,42497,,2016-03-15T01:11:37.027,2016-03-15T01:11:37.027,0,
44177,2,44168,2016-03-16T08:41:33.390,4,,13650,,2016-09-14T07:58:49.143,2016-09-14T07:58:49.143,0,
44225,2,44224,2016-03-17T01:45:28.170,2,,56,,2016-03-17T02:22:12.840,2017-05-23T12:37:05.627,0,
44286,2,44218,2016-03-18T01:26:17.260,1,,43268,,2016-03-18T01:26:17.260,,0,
44320,2,44277,2016-03-18T18:58:13.547,2,,13650,,2016-03-19T11:53:29.847,2018-12-17T19:02:24.963,5,
44395,2,37820,2016-03-20T10:26:09.680,2,,41717,,2016-03-22T07:37:34.383,2016-03-22T07:37:34.383,5,
44398,2,44393,2016-03-20T10:56:10.183,2,,13650,,2016-03-20T10:56:10.183,,1,
44406,2,44404,2016-03-20T13:20:07.247,2,,39295,,2016-03-20T19:18:20.747,2016-03-20T19:18:20.747,7,
44417,2,44416,2016-03-21T00:18:18.263,5,,13650,,2016-03-21T00:18:18.263,,0,
44730,2,34309,2016-03-26T17:03:36.687,1,,43212,,2016-07-31T21:04:51.673,2016-07-31T21:04:51.673,2,
44825,2,19705,2016-03-28T04:24:05.990,17,,43875,,2016-04-07T19:24:52.277,2017-04-13T12:56:25.647,5,
44882,2,44858,2016-03-29T00:32:01.673,0,,38030,,2016-03-29T19:25:03.897,2016-03-29T19:25:03.897,6,
44927,2,44924,2016-03-29T19:02:01.173,2,,31401,,2016-03-30T19:26:19.933,2016-03-30T19:26:19.933,0,
44977,2,44961,2016-03-30T17:36:33.640,0,,13650,,2016-03-30T17:36:33.640,2018-12-17T19:02:24.963,2,
44985,2,44731,2016-03-30T19:59:47.087,1,,26774,,2016-07-30T03:57:51.707,2020-06-16T10:47:29.480,2,
45493,2,45266,2016-04-08T22:49:31.840,1,,13650,,2016-04-08T22:49:31.840,,3,
45525,2,45512,2016-04-09T11:06:55.653,1,,13650,,2016-04-09T11:06:55.653,,0,
45610,2,45607,2016-04-10T20:54:51.200,2,,13650,,2016-04-10T20:54:51.200,2018-12-17T19:02:24.963,4,
45637,2,45634,2016-04-11T10:37:02.877,2,,56,,2016-04-11T11:53:18.017,2016-04-11T11:53:18.017,2,
45640,2,45574,2016-04-11T11:12:48.097,2,,44600,,2016-04-11T11:12:48.097,,0,
45646,2,45617,2016-04-11T13:29:22.833,2,,5538,,2016-04-11T15:16:11.707,2016-04-11T15:16:11.707,7,
45758,2,37671,2016-04-13T17:43:23.773,0,,44895,,2016-04-13T17:43:23.773,,0,
45867,2,45856,2016-04-15T11:03:50.630,1,,44964,,2016-04-15T11:03:50.630,,1,
45943,2,45266,2016-04-17T14:32:35.600,1,,31277,,2018-09-11T14:43:12.617,2018-09-11T14:43:12.617,0,
46600,2,46481,2016-04-28T22:20:14.363,1,,43607,,2016-05-02T01:51:14.530,2016-05-02T01:51:14.530,23,
46627,2,46475,2016-04-29T18:11:36.253,0,,30813,,2016-04-29T18:11:36.253,,2,
46635,2,46633,2016-04-29T22:43:31.430,0,,13650,,2016-04-30T07:45:26.453,2016-04-30T07:45:26.453,2,
46654,2,46631,2016-04-30T07:22:34.953,4,,30813,,2016-04-30T07:22:34.953,,2,
46657,2,45458,2016-04-30T09:29:07.177,2,,45836,,2016-04-30T11:20:36.953,2016-04-30T11:20:36.953,0,
46840,2,46735,2016-05-04T02:34:14.280,2,,43607,,2016-05-04T20:17:37.997,2016-05-04T20:17:37.997,5,
46882,2,46879,2016-05-04T21:40:44.880,2,,46066,,2016-05-04T21:40:44.880,,1,
46889,2,46830,2016-05-05T00:34:17.003,2,,46007,,2016-05-05T00:34:17.003,2017-03-20T10:04:42.387,1,
46948,2,41920,2016-05-05T22:40:59.330,5,,46007,,2016-05-05T22:50:40.647,2017-03-20T10:18:01.893,0,
46949,2,46881,2016-05-05T23:03:09.660,2,,46067,,2016-05-05T23:03:09.660,,6,
47120,2,47097,2016-05-10T07:53:49.753,3,,13650,,2016-05-10T07:53:49.753,,0,
47301,2,47300,2016-05-13T17:52:00.090,0,,13650,,2016-05-13T17:52:00.090,,4,
47462,2,47461,2016-05-17T04:34:48.917,0,,42725,,2016-05-20T06:25:25.280,2016-05-20T06:25:25.280,3,
47484,2,28030,2016-05-17T14:57:05.903,1,,,user44926,2016-05-17T14:57:05.903,,0,
47501,2,47355,2016-05-17T19:03:40.083,2,,45680,,2016-05-17T19:30:42.840,2016-05-17T19:30:42.840,0,
47851,2,47671,2016-05-24T18:39:57.353,16,,9060,,2016-07-27T15:41:46.023,2016-07-27T15:41:46.023,2,
48025,2,40222,2016-05-28T15:58:09.023,3,,10742,,2017-03-30T13:46:48.477,2017-03-30T13:46:48.477,0,
48073,2,40027,2016-05-29T15:07:47.330,2,,40305,,2016-05-29T15:07:47.330,,0,
48316,2,48307,2016-06-03T14:20:10.940,9,,31133,,2020-08-22T00:21:58.053,2020-08-22T00:21:58.053,4,
49378,2,49374,2016-06-05T11:43:30.727,3,,13650,,2016-06-05T11:43:30.727,,0,
49442,2,49440,2016-06-07T06:02:47.180,1,,46969,,2017-12-31T15:09:55.580,2017-12-31T15:09:55.580,3,
49525,2,49522,2016-06-08T20:01:28.427,2,,13650,,2016-06-08T20:01:28.427,2018-12-17T19:02:24.963,0,
49624,2,49621,2016-06-10T16:01:59.497,0,,31194,,2016-06-10T16:28:34.207,2016-06-10T16:28:34.207,5,
49625,2,7177,2016-06-10T16:46:37.737,5,,6413,,2017-03-25T07:44:43.403,2017-03-25T07:44:43.403,1,
49686,2,49669,2016-06-11T14:58:11.650,0,,553,,2016-06-11T14:58:11.650,,0,
49711,2,49689,2016-06-12T00:01:57.550,0,,31483,,2016-06-12T00:25:17.527,2016-06-12T00:25:17.527,0,
49941,2,49940,2016-06-16T19:15:57.700,0,,13650,,2016-06-16T19:15:57.700,2018-12-17T19:02:24.963,2,
50236,2,50233,2016-06-22T18:52:12.963,4,,5538,,2016-06-22T18:52:12.963,2020-06-16T10:47:29.480,0,
50513,2,44961,2016-06-29T07:57:39.660,1,,33564,,2016-06-29T07:57:39.660,,1,
50572,2,50561,2016-06-30T09:10:23.673,1,,7217,,2016-06-30T09:10:23.673,,3,
50591,2,3802,2016-06-30T15:49:36.183,2,,42924,,2016-06-30T20:03:47.917,2016-06-30T20:03:47.917,0,
50614,2,50609,2016-07-01T04:30:44.597,0,,47668,,2016-07-01T04:53:14.237,2020-06-16T10:47:29.480,0,
50779,2,44961,2016-07-04T14:27:20.980,0,,42148,,2016-07-04T14:27:20.980,,0,
50948,2,44867,2016-07-07T21:23:15.667,5,,1050,,2017-11-04T02:00:59.820,2017-11-04T02:00:59.820,1,
50951,2,40228,2016-07-07T21:55:11.413,12,,32351,,2016-07-07T21:55:11.413,,2,
51031,2,51016,2016-07-10T00:18:12.443,0,,45494,,2016-07-10T16:06:09.893,2016-07-10T16:06:09.893,7,
51401,2,51375,2016-07-18T15:01:14.100,2,,48345,,2016-07-18T15:01:14.100,,0,
51481,2,51464,2016-07-20T08:18:24.637,2,,49636,,2016-11-26T23:54:34.807,2016-11-26T23:54:34.807,2,
51582,2,51574,2016-07-22T13:30:49.200,2,,49846,,2016-07-22T15:39:10.147,2016-07-22T15:39:10.147,3,
51709,2,2169,2016-07-25T14:40:17.780,3,,37947,,2019-02-07T19:52:44.133,2019-02-07T19:52:44.133,0,
51796,2,51764,2016-07-27T11:36:29.777,1,,48345,,2016-07-27T11:36:29.777,,2,
51822,2,51736,2016-07-28T03:04:56.037,3,,,user50099,2016-07-28T03:11:01.457,2017-04-13T12:37:13.353,4,
51886,2,8303,2016-07-29T18:53:05.530,0,,50199,,2016-07-31T13:04:08.623,2016-07-31T13:04:08.623,0,
51912,2,51889,2016-07-30T14:08:38.327,0,,45425,,2016-07-30T14:08:38.327,,0,
51946,2,51248,2016-07-31T13:37:05.977,4,,38114,,2016-07-31T13:37:05.977,,1,
53153,2,53146,2016-08-05T01:23:18.017,1,,43607,,2016-08-05T01:23:18.017,,0,
53269,2,53195,2016-08-08T09:41:27.323,1,,41423,,2016-08-09T01:35:03.200,2016-08-09T01:35:03.200,0,
53388,2,53387,2016-08-11T09:28:53.337,1,,13650,,2016-08-11T11:20:00.557,2016-08-11T11:20:00.557,7,
53454,2,53436,2016-08-13T00:24:24.080,0,,8697,,2016-08-13T00:24:24.080,,1,
53583,2,53528,2016-08-16T01:56:57.063,0,,5538,,2016-09-04T12:27:39.313,2016-09-04T12:27:39.313,4,
53617,2,39928,2016-08-16T15:06:49.307,5,,22193,,2016-08-16T15:06:49.307,2017-04-13T12:56:23.633,2,
53682,2,53393,2016-08-18T07:26:20.853,1,,45943,,2016-08-26T20:33:25.547,2016-08-26T20:33:25.547,2,
53800,2,2086,2016-08-22T09:50:15.130,7,,52293,,2016-08-22T09:50:15.130,2020-06-16T10:47:29.480,3,
53812,2,53490,2016-08-22T14:14:28.670,2,,48937,,2016-08-22T14:14:28.670,,1,
